

-0.893147	0.913195
-0.754053	-0.719615
-0.572935	0.918102
-0.649031	0.642072
-0.761383	0.750256
0.341274	-0.683819
-0.663357	0.638376
0.741594	0.834149
-0.835825	0.934283
-0.602283	-0.712195
-0.653066	0.744637
0.703105	-0.681699
-0.700703	-0.737246
-0.661680	0.780776
0.693985	-0.760240
0.589278	-0.806287
-0.419914	0.628602
-0.537436	0.422256
-0.517972	-0.769534
0.782174	-0.696869
-0.932794	-0.750854
0.737102	-0.738569
0.648075	-0.724291
0.737204	-0.835876
-0.671662	0.993565
-0.773990	0.797732
0.768104	-0.522614
-0.792443	0.814984
-0.614282	0.726184
0.846688	-0.468568
-0.874439	0.639648
-0.673545	-0.880669
0.768056	-0.672576
-0.561671	-0.846262
-0.628075	1.016183
0.892626	0.819820
0.554506	-0.678770
-0.656014	-0.485649
-0.827433	-0.765543
0.907244	0.755852
-0.619437	-0.919305
-0.540877	0.846171
-0.758741	0.767094
-0.793051	-0.708252
-0.535279	-0.516666
0.729572	0.662881
0.717767	-0.677416
-0.711933	0.725811
0.756134	-0.595817
0.734936	-0.724565
0.959966	0.558381
0.700723	-0.739507
-0.614192	-0.885030
-0.905601	0.684557
-0.875280	-0.724104
-0.910140	0.751364
-0.626960	-0.690447
0.877032	-0.497353
-0.691789	-0.859051
-0.595744	0.906377
-0.743499	-0.766752
-0.628206	0.722879
-0.580186	0.795899
0.900714	-0.841451
-0.616056	0.802772
-0.576431	-0.502337
-0.849088	0.882100
0.627811	0.887792
-0.709551	-0.761686
-0.698471	0.570850
-0.722337	-0.529139
-0.566179	-0.976031
-0.777712	-0.815983
-0.669070	0.726913
-0.793348	-0.665023
-0.930407	-0.769959
0.767605	-0.802103
0.741927	-0.957663
-0.873593	0.698735
-0.691529	-0.905438
-0.896954	-0.600371
0.813522	-0.552792
0.681235	-1.026788
-0.604576	-0.824426
0.691426	0.629317
0.986166	-0.571042
-0.525282	0.702930
0.642170	0.688110
-0.733455	-0.397981
-0.977013	0.635954
0.749127	-0.803806
-0.840807	-0.664244
-0.536917	-0.883032
0.566513	0.694036
0.652848	-0.630218
-0.808272	1.015448
0.725111	0.558692
0.886353	0.621009
0.597302	-0.606095
0.781229	0.628366
0.711297	-0.641277
0.953479	-0.595040
0.814876	0.439666
0.521519	-0.487812
0.621251	0.628189
0.720021	0.621959
0.586702	-0.583454
-0.618087	0.810895
-0.786027	0.557528
0.809439	0.760485
-0.858205	0.795512
-0.875882	0.856944
-0.666545	0.764383
0.579039	0.750759
-0.628159	0.639319
0.607646	-0.593841
-0.665297	0.980125
-0.673271	-0.517203
-0.635348	0.947232
-0.551619	0.707389
-0.555418	0.770057
0.526898	0.799535
-0.675970	0.745793
-0.762026	0.724409
-0.609912	-0.564566
0.597369	0.678938
-0.756464	-0.843627
0.785445	0.550790
-0.607583	-0.487041
0.599762	-0.783524
-0.615415	-0.793680
0.619779	-0.537052
-0.761887	-0.801905
0.512784	0.788687
-0.657895	-0.848433
0.714520	0.866929
-0.651010	-0.888077
0.637916	-0.776531
0.614340	-0.841161
-0.810199	0.736362
-0.630220	0.753279
0.766068	0.665345
-0.780926	-0.854948
-0.716819	-0.627870
-0.990350	-0.616408
-0.620305	0.661402
0.896944	-0.419441
-0.732301	0.809237
-0.843759	0.550073
0.807830	0.525808
-0.702294	-0.593778
-0.476125	-0.793279
-0.675562	-0.540486
-0.769982	0.718040
-0.688733	0.568410
-0.814380	-0.660415
0.895198	-0.737490
-0.705009	0.846467
0.583066	0.945655
0.633616	-0.587311
0.712761	0.623802
0.751531	0.724101
-0.586324	-0.446069
0.827833	0.632702
-0.717896	-0.510402
-0.813180	-0.769610
-0.834726	-0.608994
-0.665638	-0.702702
0.775650	-0.590570
0.953322	-0.860939
-0.882543	0.596483
0.810382	0.587395
-0.895321	0.583523
-0.605912	0.765060
0.789466	0.749901
-0.761078	0.482583
-0.737289	-0.822342
-0.752183	1.039022
-0.812303	-0.820654
-0.581622	0.748108
0.847725	-0.803066
-0.931482	-0.807130
-0.693455	0.726678
0.923453	-0.708344
-0.793751	0.827218
-0.602596	-0.856974
0.606693	-0.775526
0.497378	0.744154
-0.701884	0.598184
-0.708603	0.667825
-0.770516	0.761143
0.655497	-0.897293
0.887922	-0.807540
-0.856184	0.652567
-0.826349	0.717272
0.656230	-0.597099
-0.679242	0.768195
-0.733672	0.673760
0.642098	-0.687623
0.524749	0.594025
