-2.000000e+00	-3.098679e+01	3.186991e-03	-3.280512e+01
-1.996094e+00	-3.126193e+01	2.991349e-03	-2.993021e+01
-1.992188e+00	-3.167708e+01	2.718641e-03	-2.834650e+01
-1.988281e+00	-3.226609e+01	2.373836e-03	-2.731937e+01
-1.984375e+00	-3.243382e+01	2.283905e-03	-2.651802e+01
-1.980469e+00	-3.243570e+01	2.282914e-03	-2.584202e+01
-1.976562e+00	-3.304958e+01	1.981992e-03	-2.532994e+01
-1.972656e+00	-3.318579e+01	1.920796e-03	-2.488536e+01
-1.968750e+00	-3.400582e+01	1.590297e-03	-2.454887e+01
-1.964844e+00	-3.433235e+01	1.475111e-03	-2.425846e+01
-1.960938e+00	-3.448173e+01	1.425236e-03	-2.399520e+01
-1.957031e+00	-3.476469e+01	1.335336e-03	-2.376223e+01
-1.953125e+00	-3.502389e+01	1.257972e-03	-2.355363e+01
-1.949219e+00	-3.605905e+01	9.911845e-04	-2.339605e+01
-1.945312e+00	-3.675074e+01	8.452521e-04	-2.326604e+01
-1.941406e+00	-3.700911e+01	7.964326e-04	-2.314700e+01
-1.937500e+00	-3.755040e+01	7.031051e-04	-2.304456e+01
-1.933594e+00	-3.777901e+01	6.670508e-04	-2.294955e+01
-1.929688e+00	-3.825417e+01	5.979200e-04	-2.286613e+01
-1.925781e+00	-3.889838e+01	5.154923e-04	-2.279546e+01
-1.921875e+00	-3.937223e+01	4.622075e-04	-2.273307e+01
-1.917969e+00	-3.975237e+01	4.234707e-04	-2.267668e+01
-1.914062e+00	-4.006982e+01	3.936203e-04	-2.262491e+01
-1.910156e+00	-4.073169e+01	3.379799e-04	-2.258095e+01
-1.906250e+00	-4.090608e+01	3.246773e-04	-2.253913e+01
-1.902344e+00	-4.154067e+01	2.805389e-04	-2.250332e+01
-1.898438e+00	-4.196782e+01	2.542598e-04	-2.247112e+01
-1.894531e+00	-4.255306e+01	2.222049e-04	-2.244317e+01
-1.890625e+00	-4.379240e+01	1.670396e-04	-2.242228e+01
-1.886719e+00	-4.412306e+01	1.547938e-04	-2.240301e+01
-1.882812e+00	-4.452479e+01	1.411176e-04	-2.238552e+01
-1.878906e+00	-4.490937e+01	1.291585e-04	-2.236957e+01
-1.875000e+00	-4.583210e+01	1.044360e-04	-2.235671e+01
-1.871094e+00	-4.666422e+01	8.622592e-05	-2.234613e+01
-1.867188e+00	-4.732874e+01	7.399213e-05	-2.233706e+01
-1.863281e+00	-4.797450e+01	6.376913e-05	-2.232927e+01
-1.859375e+00	-4.817061e+01	6.095362e-05	-2.232183e+01
-1.855469e+00	-4.905315e+01	4.974453e-05	-2.231577e+01
-1.851562e+00	-4.976964e+01	4.217895e-05	-2.231064e+01
-1.847656e+00	-5.053085e+01	3.539767e-05	-2.230634e+01
-1.843750e+00	-5.125575e+01	2.995605e-05	-2.230270e+01
-1.839844e+00	-5.162341e+01	2.752450e-05	-2.229936e+01
-1.835938e+00	-5.258369e+01	2.206433e-05	-2.229668e+01
-1.832031e+00	-5.316907e+01	1.928203e-05	-2.229435e+01
-1.828125e+00	-5.391855e+01	1.622575e-05	-2.229238e+01
-1.824219e+00	-5.525274e+01	1.193399e-05	-2.229094e+01
-1.820312e+00	-5.603709e+01	9.962098e-06	-2.228973e+01
-1.816406e+00	-5.729103e+01	7.463745e-06	-2.228883e+01
-1.812500e+00	-5.808128e+01	6.222024e-06	-2.228807e+01
-1.808594e+00	-5.897006e+01	5.070532e-06	-2.228746e+01
-1.804688e+00	-6.045285e+01	3.603923e-06	-2.228703e+01
-1.800781e+00	-6.170193e+01	2.703130e-06	-2.228670e+01
-1.796875e+00	-6.291240e+01	2.045596e-06	-2.228645e+01
-1.792969e+00	-6.394359e+01	1.613246e-06	-2.228626e+01
-1.789062e+00	-6.517045e+01	1.216228e-06	-2.228611e+01
-1.785156e+00	-6.652806e+01	8.897215e-07	-2.228600e+01
-1.781250e+00	-6.769162e+01	6.806096e-07	-2.228592e+01
-1.777344e+00	-6.872782e+01	5.361399e-07	-2.228585e+01
-1.773438e+00	-6.954674e+01	4.440029e-07	-2.228580e+01
-1.769531e+00	-7.036266e+01	3.679548e-07	-2.228576e+01
-1.765625e+00	-7.089206e+01	3.257272e-07	-2.228572e+01
-1.761719e+00	-7.136030e+01	2.924352e-07	-2.228568e+01
-1.757812e+00	-7.166165e+01	2.728315e-07	-2.228565e+01
-1.753906e+00	-7.189118e+01	2.587868e-07	-2.228562e+01
-1.750000e+00	-7.205529e+01	2.491901e-07	-2.228559e+01
-1.746094e+00	-7.215488e+01	2.435409e-07	-2.228556e+01
-1.742188e+00	-7.221293e+01	2.403073e-07	-2.228553e+01
-1.738281e+00	-7.228717e+01	2.362341e-07	-2.228550e+01
-1.734375e+00	-7.233983e+01	2.333872e-07	-2.228547e+01
-1.730469e+00	-7.241534e+01	2.293644e-07	-2.228544e+01
-1.726562e+00	-7.243688e+01	2.282298e-07	-2.228542e+01
-1.722656e+00	-7.250029e+01	2.249217e-07	-2.228539e+01
-1.718750e+00	-7.254193e+01	2.227755e-07	-2.228536e+01
-1.714844e+00	-7.259688e+01	2.199743e-07	-2.228534e+01
-1.710938e+00	-7.260852e+01	2.193854e-07	-2.228531e+01
-1.707031e+00	-7.268068e+01	2.157706e-07	-2.228528e+01
-1.703125e+00	-7.270379e+01	2.146255e-07	-2.228526e+01
-1.699219e+00	-7.272351e+01	2.136529e-07	-2.228523e+01
-1.695312e+00	-7.278793e+01	2.105072e-07	-2.228521e+01
-1.691406e+00	-7.286873e+01	2.066268e-07	-2.228518e+01
-1.687500e+00	-7.287641e+01	2.062618e-07	-2.228516e+01
-1.683594e+00	-7.294226e+01	2.031579e-07	-2.228513e+01
-1.679688e+00	-7.293739e+01	2.033862e-07	-2.228511e+01
-1.675781e+00	-7.299899e+01	2.005215e-07	-2.228508e+01
-1.671875e+00	-7.297705e+01	2.015371e-07	-2.228506e+01
-1.667969e+00	-7.299163e+01	2.008618e-07	-2.228503e+01
-1.664062e+00	-7.307859e+01	1.968799e-07	-2.228501e+01
-1.660156e+00	-7.316662e+01	1.929293e-07	-2.228499e+01
-1.656250e+00	-7.321263e+01	1.908962e-07	-2.228496e+01
-1.652344e+00	-7.321407e+01	1.908326e-07	-2.228494e+01
-1.648438e+00	-7.323301e+01	1.900026e-07	-2.228492e+01
-1.644531e+00	-7.329952e+01	1.871149e-07	-2.228489e+01
-1.640625e+00	-7.330979e+01	1.866729e-07	-2.228487e+01
-1.636719e+00	-7.335452e+01	1.847600e-07	-2.228485e+01
-1.632812e+00	-7.341597e+01	1.821641e-07	-2.228483e+01
-1.628906e+00	-7.340376e+01	1.826769e-07	-2.228481e+01
-1.625000e+00	-7.343269e+01	1.814641e-07	-2.228478e+01
-1.621094e+00	-7.344788e+01	1.808304e-07	-2.228476e+01
-1.617188e+00	-7.349428e+01	1.789091e-07	-2.228474e+01
-1.613281e+00	-7.354038e+01	1.770200e-07	-2.228472e+01
-1.609375e+00	-7.361073e+01	1.741756e-07	-2.228470e+01
-1.605469e+00	-7.368342e+01	1.712844e-07	-2.228468e+01
-1.601562e+00	-7.364427e+01	1.728354e-07	-2.228466e+01
-1.597656e+00	-7.370159e+01	1.705694e-07	-2.228464e+01
-1.593750e+00	-7.378035e+01	1.675039e-07	-2.228462e+01
-1.589844e+00	-7.375172e+01	1.686117e-07	-2.228459e+01
-1.585938e+00	-7.372450e+01	1.696717e-07	-2.228457e+01
-1.582031e+00	-7.379641e+01	1.668855e-07	-2.228455e+01
-1.578125e+00	-7.379131e+01	1.670817e-07	-2.228453e+01
-1.574219e+00	-7.380603e+01	1.665165e-07	-2.228451e+01
-1.570312e+00	-7.388471e+01	1.635267e-07	-2.228449e+01
-1.566406e+00	-7.393328e+01	1.617082e-07	-2.228447e+01
-1.562500e+00	-7.394947e+01	1.611066e-07	-2.228446e+01
-1.558594e+00	-7.397028e+01	1.603363e-07	-2.228444e+01
-1.554688e+00	-7.401156e+01	1.588194e-07	-2.228442e+01
-1.550781e+00	-7.404417e+01	1.576314e-07	-2.228440e+01
-1.546875e+00	-7.402121e+01	1.584669e-07	-2.228438e+01
-1.542969e+00	-7.403486e+01	1.579698e-07	-2.228436e+01
-1.539062e+00	-7.410543e+01	1.554237e-07	-2.228434e+01
-1.535156e+00	-7.414756e+01	1.539233e-07	-2.228432e+01
-1.531250e+00	-7.416636e+01	1.532582e-07	-2.228430e+01
