-2.000000e+00	-6.153204e+01	2.810972e-06	-7.959384e+01
-1.996094e+00	-6.156815e+01	2.787695e-06	-7.660156e+01
-1.992188e+00	-6.160437e+01	2.764540e-06	-7.485867e+01
-1.988281e+00	-6.167817e+01	2.717962e-06	-7.363655e+01
-1.984375e+00	-6.174777e+01	2.674747e-06	-7.269751e+01
-1.980469e+00	-6.178540e+01	2.651675e-06	-7.193195e+01
-1.976562e+00	-6.180017e+01	2.642668e-06	-7.128339e+01
-1.972656e+00	-6.179453e+01	2.646105e-06	-7.071853e+01
-1.968750e+00	-6.177015e+01	2.661000e-06	-7.021610e+01
-1.964844e+00	-6.170858e+01	2.698997e-06	-6.975971e+01
-1.960938e+00	-6.164096e+01	2.741348e-06	-6.934057e+01
-1.957031e+00	-6.158302e+01	2.778164e-06	-6.895344e+01
-1.953125e+00	-6.156912e+01	2.787070e-06	-6.859692e+01
-1.949219e+00	-6.158003e+01	2.780080e-06	-6.826825e+01
-1.945312e+00	-6.160156e+01	2.766333e-06	-6.796418e+01
-1.941406e+00	-6.164042e+01	2.741691e-06	-6.768246e+01
-1.937500e+00	-6.170691e+01	2.700033e-06	-6.742180e+01
-1.933594e+00	-6.173730e+01	2.681203e-06	-6.717758e+01
-1.929688e+00	-6.178626e+01	2.651151e-06	-6.694889e+01
-1.925781e+00	-6.178704e+01	2.650674e-06	-6.673168e+01
-1.921875e+00	-6.176098e+01	2.666624e-06	-6.652360e+01
-1.917969e+00	-6.172875e+01	2.686487e-06	-6.632359e+01
-1.914062e+00	-6.164412e+01	2.739354e-06	-6.612871e+01
-1.910156e+00	-6.162493e+01	2.751487e-06	-6.594139e+01
-1.906250e+00	-6.158091e+01	2.779517e-06	-6.576002e+01
-1.902344e+00	-6.154914e+01	2.799919e-06	-6.558468e+01
-1.898438e+00	-6.156723e+01	2.788281e-06	-6.541682e+01
-1.894531e+00	-6.158521e+01	2.776763e-06	-6.525587e+01
-1.890625e+00	-6.165244e+01	2.734113e-06	-6.510302e+01
-1.886719e+00	-6.167864e+01	2.717663e-06	-6.495623e+01
-1.882812e+00	-6.173797e+01	2.680791e-06	-6.481614e+01
-1.878906e+00	-6.175453e+01	2.670589e-06	-6.468094e+01
-1.875000e+00	-6.175220e+01	2.672020e-06	-6.454975e+01
-1.871094e+00	-6.171258e+01	2.696507e-06	-6.442126e+01
-1.867188e+00	-6.167019e+01	2.722957e-06	-6.429525e+01
-1.863281e+00	-6.156905e+01	2.787116e-06	-6.416995e+01
-1.859375e+00	-6.156327e+01	2.790825e-06	-6.404801e+01
-1.855469e+00	-6.150576e+01	2.828030e-06	-6.392783e+01
-1.851562e+00	-6.147772e+01	2.846350e-06	-6.381015e+01
-1.847656e+00	-6.153782e+01	2.807227e-06	-6.369713e+01
-1.843750e+00	-6.156399e+01	2.790366e-06	-6.358762e+01
-1.839844e+00	-6.161391e+01	2.758473e-06	-6.348202e+01
-1.835938e+00	-6.167702e+01	2.718678e-06	-6.338039e+01
-1.832031e+00	-6.168877e+01	2.711335e-06	-6.328135e+01
-1.828125e+00	-6.171161e+01	2.697111e-06	-6.318502e+01
-1.824219e+00	-6.168936e+01	2.710965e-06	-6.309031e+01
-1.820312e+00	-6.163969e+01	2.742152e-06	-6.299656e+01
-1.816406e+00	-6.159642e+01	2.769603e-06	-6.290388e+01
-1.812500e+00	-6.155053e+01	2.799024e-06	-6.281218e+01
-1.808594e+00	-6.147570e+01	2.847671e-06	-6.272084e+01
-1.804688e+00	-6.144669e+01	2.866760e-06	-6.263078e+01
-1.800781e+00	-6.143175e+01	2.876636e-06	-6.254226e+01
-1.796875e+00	-6.148119e+01	2.844077e-06	-6.245647e+01
-1.792969e+00	-6.151182e+01	2.824085e-06	-6.237293e+01
-1.789062e+00	-6.159138e+01	2.772823e-06	-6.229245e+01
-1.785156e+00	-6.161777e+01	2.756026e-06	-6.221390e+01
-1.781250e+00	-6.164511e+01	2.738727e-06	-6.213722e+01
-1.777344e+00	-6.163869e+01	2.742780e-06	-6.206177e+01
-1.773438e+00	-6.161288e+01	2.759130e-06	-6.198717e+01
-1.769531e+00	-6.154810e+01	2.800591e-06	-6.191273e+01
-1.765625e+00	-6.149229e+01	2.836812e-06	-6.183861e+01
-1.761719e+00	-6.143531e+01	2.874280e-06	-6.176478e+01
-1.757812e+00	-6.136003e+01	2.924534e-06	-6.169093e+01
-1.753906e+00	-6.136136e+01	2.923640e-06	-6.161833e+01
-1.750000e+00	-6.137501e+01	2.914468e-06	-6.154714e+01
-1.746094e+00	-6.141447e+01	2.888108e-06	-6.147774e+01
-1.742188e+00	-6.145159e+01	2.863527e-06	-6.141000e+01
-1.738281e+00	-6.152386e+01	2.816269e-06	-6.134440e+01
-1.734375e+00	-6.155234e+01	2.797859e-06	-6.128019e+01
-1.730469e+00	-6.156683e+01	2.788543e-06	-6.121712e+01
-1.726562e+00	-6.154607e+01	2.801900e-06	-6.115467e+01
-1.722656e+00	-6.150835e+01	2.826344e-06	-6.109256e+01
-1.718750e+00	-6.145484e+01	2.861381e-06	-6.103058e+01
-1.714844e+00	-6.137471e+01	2.914667e-06	-6.096834e+01
-1.710938e+00	-6.132992e+01	2.944885e-06	-6.090634e+01
